MOVE LINE CASE at 93, for OFFSET: 2
LINE: 162 ~ 441[LEN: 279] (x: 824)
LINE: 1820 ~ 1821[LEN: 1] (y: 133)
LINE: 163 ~ 9182[LEN: 9019] (x: 1820)
LINE: 2390 ~ 2391[LEN: 1] (y: 133)
LINE: 163 ~ 3163[LEN: 3000] (x: 2390)
LINE: 3328 ~ 3330[LEN: 2] (y: 133)
LINE: 163 ~ 9421[LEN: 9258] (x: 3328)
LINE: 5175 ~ 5176[LEN: 1] (y: 133)
LINE: 163 ~ 4828[LEN: 4665] (x: 5175)
LINE: 5948 ~ 5950[LEN: 2] (y: 133)
LINE: 163 ~ 9154[LEN: 8991] (x: 5948)
LINE: 5997 ~ 5998[LEN: 1] (y: 133)
LINE: 163 ~ 8489[LEN: 8326] (x: 5997)
LINE: 6393 ~ 6394[LEN: 1] (y: 133)
LINE: 163 ~ 7605[LEN: 7442] (x: 6393)
LINE: 7266 ~ 7267[LEN: 1] (y: 133)
LINE: 163 ~ 9010[LEN: 8847] (x: 7266)
LINE: 7511 ~ 7512[LEN: 1] (y: 133)
LINE: 163 ~ 440[LEN: 277] (x: 7511)
LINE: 3080 ~ 6242[LEN: 3162] (y: 134)
LINE: 5811 ~ 9362[LEN: 3551] (y: 134)
LINE: 165 ~ 5411[LEN: 5246] (x: 5811)
LINE: 173 ~ 9895[LEN: 9722] (y: 135)
LINE: 166 ~ 5793[LEN: 5627] (x: 173)
LINE: 760 ~ 761[LEN: 1] (y: 135)
LINE: 167 ~ 7824[LEN: 7657] (x: 760)
LINE: 1037 ~ 1038[LEN: 1] (y: 135)
LINE: 167 ~ 2654[LEN: 2487] (x: 1037)
LINE: 1384 ~ 1385[LEN: 1] (y: 135)
LINE: 167 ~ 8417[LEN: 8250] (x: 1384)
LINE: 1841 ~ 5384[LEN: 3543] (y: 135)
LINE: 167 ~ 9456[LEN: 9289] (x: 1841)
LINE: 6241 ~ 6242[LEN: 1] (y: 135)
LINE: 167 ~ 756[LEN: 589] (x: 6241)
LINE: 9894 ~ 9895[LEN: 1] (y: 135)
LINE: 167 ~ 9345[LEN: 9178] (x: 9894)
LINE: 1029 ~ 8690[LEN: 7661] (y: 136)
LINE: 168 ~ 9505[LEN: 9337] (x: 1029)
LINE: 1966 ~ 8558[LEN: 6592] (y: 136)
LINE: 169 ~ 3643[LEN: 3474] (x: 1966)
LINE: 8689 ~ 8690[LEN: 1] (y: 136)
LINE: 169 ~ 2929[LEN: 2760] (x: 8689)
LINE: 2868 ~ 2869[LEN: 1] (y: 137)
LINE: 170 ~ 2654[LEN: 2484] (x: 2868)
LINE: 3152 ~ 3154[LEN: 2] (y: 137)
LINE: 170 ~ 9346[LEN: 9176] (x: 3152)
LINE: 3630 ~ 3631[LEN: 1] (y: 137)
LINE: 170 ~ 4567[LEN: 4397] (x: 3630)
LINE: 3911 ~ 3912[LEN: 1] (y: 137)
LINE: 170 ~ 9548[LEN: 9378] (x: 3911)
LINE: 4519 ~ 4520[LEN: 1] (y: 137)
LINE: 170 ~ 9913[LEN: 9743] (x: 4519)
LINE: 5382 ~ 5384[LEN: 2] (y: 137)
LINE: 170 ~ 9468[LEN: 9298] (x: 5382)
LINE: 6503 ~ 6504[LEN: 1] (y: 137)
LINE: 170 ~ 9496[LEN: 9326] (x: 6503)
LINE: 6609 ~ 7273[LEN: 664] (y: 137)
LINE: 170 ~ 6238[LEN: 6068] (x: 6609)
LINE: 7547 ~ 7548[LEN: 1] (y: 137)
LINE: 170 ~ 1002[LEN: 832] (x: 7547)
LINE: 8557 ~ 8558[LEN: 1] (y: 137)
LINE: 170 ~ 5068[LEN: 4898] (x: 8557)
LINE: 457 ~ 9162[LEN: 8705] (y: 138)
LINE: 171 ~ 2297[LEN: 2126] (x: 457)
LINE: 1060 ~ 8047[LEN: 6987] (y: 138)
LINE: 172 ~ 773[LEN: 601] (x: 1060)
LINE: 8141 ~ 8142[LEN: 1] (y: 138)
LINE: 172 ~ 2296[LEN: 2124] (x: 8141)
LINE: 8275 ~ 8276[LEN: 1] (y: 138)
LINE: 172 ~ 8664[LEN: 8492] (x: 8275)
LINE: 9161 ~ 9162[LEN: 1] (y: 138)
LINE: 172 ~ 7422[LEN: 7250] (x: 9161)
LINE: 892 ~ 4305[LEN: 3413] (y: 139)
LINE: 173 ~ 8631[LEN: 8458] (x: 892)
LINE: 5778 ~ 5779[LEN: 1] (y: 139)
LINE: 173 ~ 7511[LEN: 7338] (x: 5778)
LINE: 6722 ~ 6724[LEN: 2] (y: 139)
LINE: 173 ~ 1016[LEN: 843] (x: 6722)
LINE: 6747 ~ 6748[LEN: 1] (y: 139)
LINE: 173 ~ 5192[LEN: 5019] (x: 6747)
LINE: 7272 ~ 7273[LEN: 1] (y: 139)
LINE: 173 ~ 4316[LEN: 4143] (x: 7272)
LINE: 7454 ~ 7455[LEN: 1] (y: 139)
LINE: 173 ~ 9485[LEN: 9312] (x: 7454)
LINE: 8046 ~ 8047[LEN: 1] (y: 139)
LINE: 173 ~ 8721[LEN: 8548] (x: 8046)
LINE: 1482 ~ 4774[LEN: 3292] (y: 140)
LINE: 174 ~ 9208[LEN: 9034] (x: 1482)
LINE: 6523 ~ 8664[LEN: 2141] (y: 140)
LINE: 174 ~ 3736[LEN: 3562] (x: 6523)
LINE: 1691 ~ 1692[LEN: 1] (y: 141)
LINE: 175 ~ 9728[LEN: 9553] (x: 1691)
LINE: 1704 ~ 1705[LEN: 1] (y: 141)
LINE: 175 ~ 5946[LEN: 5771] (x: 1704)
LINE: 2786 ~ 6460[LEN: 3674] (y: 141)
LINE: 175 ~ 1035[LEN: 860] (x: 2786)
LINE: 6650 ~ 6651[LEN: 1] (y: 141)
LINE: 175 ~ 5592[LEN: 5417] (x: 6650)
LINE: 6658 ~ 8453[LEN: 1795] (y: 141)
LINE: 175 ~ 6776[LEN: 6601] (x: 6658)
LINE: 8663 ~ 8664[LEN: 1] (y: 141)
LINE: 175 ~ 5252[LEN: 5077] (x: 8663)
LINE: 2925 ~ 2926[LEN: 1] (y: 142)
LINE: 176 ~ 4799[LEN: 4623] (x: 2925)
LINE: 3240 ~ 3241[LEN: 1] (y: 142)
LINE: 176 ~ 9013[LEN: 8837] (x: 3240)
LINE: 3536 ~ 3537[LEN: 1] (y: 142)
LINE: 176 ~ 4038[LEN: 3862] (x: 3536)
LINE: 3874 ~ 3875[LEN: 1] (y: 142)
LINE: 176 ~ 8942[LEN: 8766] (x: 3874)
LINE: 4304 ~ 4305[LEN: 1] (y: 142)
LINE: 176 ~ 6468[LEN: 6292] (x: 4304)
LINE: 4372 ~ 8201[LEN: 3829] (y: 142)
LINE: 176 ~ 3365[LEN: 3189] (x: 4372)
LINE: 8311 ~ 8312[LEN: 1] (y: 142)
LINE: 176 ~ 9953[LEN: 9777] (x: 8311)
LINE: 247 ~ 7263[LEN: 7016] (y: 143)
LINE: 177 ~ 2644[LEN: 2467] (x: 247)
LINE: 8200 ~ 8201[LEN: 1] (y: 143)
LINE: 177 ~ 3362[LEN: 3185] (x: 8200)
LINE: 888 ~ 9277[LEN: 8389] (y: 144)
LINE: 178 ~ 8116[LEN: 7938] (x: 888)
LINE: 1255 ~ 1256[LEN: 1] (y: 144)
LINE: 179 ~ 3587[LEN: 3408] (x: 1255)
LINE: 1564 ~ 1565[LEN: 1] (y: 144)
LINE: 179 ~ 8746[LEN: 8567] (x: 1564)
LINE: 1877 ~ 1878[LEN: 1] (y: 144)
LINE: 179 ~ 9892[LEN: 9713] (x: 1877)
LINE: 2530 ~ 4816[LEN: 2286] (y: 144)
LINE: 179 ~ 1164[LEN: 985] (x: 2530)
LINE: 6136 ~ 6137[LEN: 1] (y: 144)
LINE: 179 ~ 7792[LEN: 7613] (x: 6136)
LINE: 6459 ~ 6460[LEN: 1] (y: 144)
LINE: 179 ~ 1034[LEN: 855] (x: 6459)
LINE: 7231 ~ 7232[LEN: 1] (y: 144)
LINE: 179 ~ 9581[LEN: 9402] (x: 7231)
LINE: 7262 ~ 7263[LEN: 1] (y: 144)
LINE: 179 ~ 8171[LEN: 7992] (x: 7262)
LINE: 7624 ~ 7625[LEN: 1] (y: 144)
LINE: 179 ~ 9652[LEN: 9473] (x: 7624)
LINE: 9276 ~ 9277[LEN: 1] (y: 144)
LINE: 179 ~ 3817[LEN: 3638] (x: 9276)
LINE: 4773 ~ 4774[LEN: 1] (y: 145)
LINE: 180 ~ 8796[LEN: 8616] (x: 4773)
LINE: 4815 ~ 4816[LEN: 1] (y: 145)
LINE: 180 ~ 6869[LEN: 6689] (x: 4815)
LINE: 9325 ~ 9810[LEN: 485] (y: 145)
LINE: 180 ~ 9956[LEN: 9776] (x: 9325)
LINE: 9809 ~ 9810[LEN: 1] (y: 145)
LINE: 181 ~ 9954[LEN: 9773] (x: 9809)
LINE: 2017 ~ 2917[LEN: 900] (y: 146)
LINE: 182 ~ 3480[LEN: 3298] (x: 2017)
LINE: 1692 ~ 7622[LEN: 5930] (y: 147)
LINE: 183 ~ 9717[LEN: 9534] (x: 1692)
LINE: 2916 ~ 2917[LEN: 1] (y: 147)
LINE: 184 ~ 2877[LEN: 2693] (x: 2916)
LINE: 5541 ~ 6633[LEN: 1092] (y: 147)
LINE: 184 ~ 186[LEN: 2] (x: 5541)
LINE: 7621 ~ 7622[LEN: 1] (y: 147)
LINE: 184 ~ 6577[LEN: 6393] (x: 7621)
LINE: 129 ~ 9647[LEN: 9518] (y: 148)
LINE: 185 ~ 9213[LEN: 9028] (x: 129)
LINE: 445 ~ 7785[LEN: 7340] (y: 148)
LINE: 186 ~ 215[LEN: 29] (x: 445)
LINE: 8742 ~ 8743[LEN: 1] (y: 148)
LINE: 186 ~ 4099[LEN: 3913] (x: 8742)
LINE: 9182 ~ 9183[LEN: 1] (y: 148)
LINE: 186 ~ 8951[LEN: 8765] (x: 9182)
LINE: 9646 ~ 9647[LEN: 1] (y: 148)
LINE: 186 ~ 2500[LEN: 2314] (x: 9646)
LINE: 1279 ~ 5244[LEN: 3965] (y: 149)
LINE: 6281 ~ 6282[LEN: 1] (y: 149)
LINE: 187 ~ 9789[LEN: 9602] (x: 6281)
LINE: 6632 ~ 6633[LEN: 1] (y: 149)
LINE: 187 ~ 2594[LEN: 2407] (x: 6632)
LINE: 7784 ~ 7785[LEN: 1] (y: 149)
LINE: 187 ~ 215[LEN: 28] (x: 7784)
LINE: 1058 ~ 2293[LEN: 1235] (y: 150)
LINE: 188 ~ 4671[LEN: 4483] (x: 1058)
LINE: 2776 ~ 2777[LEN: 1] (y: 150)
LINE: 188 ~ 6022[LEN: 5834] (x: 2776)
LINE: 4464 ~ 4465[LEN: 1] (y: 150)
LINE: 188 ~ 9209[LEN: 9021] (x: 4464)
LINE: 4570 ~ 4571[LEN: 1] (y: 150)
LINE: 188 ~ 9609[LEN: 9421] (x: 4570)
LINE: 5243 ~ 5244[LEN: 1] (y: 150)
LINE: 188 ~ 8746[LEN: 8558] (x: 5243)
LINE: 1912 ~ 1913[LEN: 1] (y: 151)
LINE: 189 ~ 2212[LEN: 2023] (x: 1912)
LINE: 2292 ~ 2293[LEN: 1] (y: 151)
LINE: 189 ~ 4670[LEN: 4481] (x: 2292)
LINE: 2488 ~ 8094[LEN: 5606] (y: 151)
LINE: 189 ~ 8800[LEN: 8611] (x: 2488)
LINE: 3466 ~ 7950[LEN: 4484] (y: 151)
LINE: 190 ~ 9800[LEN: 9610] (x: 3466)
LINE: 8093 ~ 8094[LEN: 1] (y: 151)
LINE: 190 ~ 4396[LEN: 4206] (x: 8093)
LINE: 4111 ~ 4112[LEN: 1] (y: 152)
LINE: 191 ~ 4622[LEN: 4431] (x: 4111)
LINE: 5296 ~ 5297[LEN: 1] (y: 152)
LINE: 191 ~ 3910[LEN: 3719] (x: 5296)
LINE: 6798 ~ 6799[LEN: 1] (y: 152)
LINE: 191 ~ 3910[LEN: 3719] (x: 6798)
LINE: 7790 ~ 9581[LEN: 1791] (y: 152)
LINE: 191 ~ 9098[LEN: 8907] (x: 7790)
LINE: 4516 ~ 8737[LEN: 4221] (y: 153)
LINE: 192 ~ 9557[LEN: 9365] (x: 4516)
LINE: 9580 ~ 9581[LEN: 1] (y: 153)
LINE: 192 ~ 4626[LEN: 4434] (x: 9580)
LINE: 214 ~ 9986[LEN: 9772] (y: 154)
LINE: 193 ~ 3853[LEN: 3660] (x: 214)
LINE: 785 ~ 786[LEN: 1] (y: 154)
LINE: 194 ~ 9312[LEN: 9118] (x: 785)
LINE: 2132 ~ 2133[LEN: 1] (y: 154)
LINE: 194 ~ 986[LEN: 792] (x: 2132)
LINE: 2206 ~ 9948[LEN: 7742] (y: 154)
LINE: 194 ~ 197[LEN: 3] (x: 2206)
LINE: 9985 ~ 9986[LEN: 1] (y: 154)
LINE: 194 ~ 8623[LEN: 8429] (x: 9985)
LINE: 737 ~ 8112[LEN: 7375] (y: 155)
LINE: 195 ~ 6968[LEN: 6773] (x: 737)
LINE: 8150 ~ 8151[LEN: 1] (y: 155)
LINE: 195 ~ 986[LEN: 791] (x: 8150)
LINE: 8736 ~ 8737[LEN: 1] (y: 155)
LINE: 195 ~ 9809[LEN: 9614] (x: 8736)
LINE: 8899 ~ 8900[LEN: 1] (y: 155)
LINE: 195 ~ 5088[LEN: 4893] (x: 8899)
LINE: 9947 ~ 9948[LEN: 1] (y: 155)
LINE: 195 ~ 9773[LEN: 9578] (x: 9947)
LINE: 298 ~ 5450[LEN: 5152] (y: 156)
LINE: 196 ~ 9279[LEN: 9083] (x: 298)
LINE: 6389 ~ 6390[LEN: 1] (y: 156)
LINE: 196 ~ 6967[LEN: 6771] (x: 6389)
LINE: 6510 ~ 6511[LEN: 1] (y: 156)
LINE: 196 ~ 8646[LEN: 8450] (x: 6510)
LINE: 7949 ~ 7950[LEN: 1] (y: 156)
LINE: 196 ~ 9800[LEN: 9604] (x: 7949)
LINE: 8111 ~ 8112[LEN: 1] (y: 156)
LINE: 196 ~ 948[LEN: 752] (x: 8111)
LINE: 659 ~ 3247[LEN: 2588] (y: 157)
LINE: 197 ~ 8364[LEN: 8167] (x: 659)
LINE: 4107 ~ 4108[LEN: 1] (y: 157)
LINE: 197 ~ 9774[LEN: 9577] (x: 4107)
LINE: 4171 ~ 4174[LEN: 3] (y: 157)
LINE: 197 ~ 5090[LEN: 4893] (x: 4171)
LINE: 4200 ~ 4201[LEN: 1] (y: 157)
LINE: 197 ~ 6063[LEN: 5866] (x: 4200)
LINE: 4265 ~ 4266[LEN: 1] (y: 157)
LINE: 197 ~ 9310[LEN: 9113] (x: 4265)
LINE: 4688 ~ 4689[LEN: 1] (y: 157)
LINE: 197 ~ 1760[LEN: 1563] (x: 4688)
LINE: 5404 ~ 8835[LEN: 3431] (y: 157)
LINE: 197 ~ 8853[LEN: 8656] (x: 5404)
LINE: 788 ~ 792[LEN: 4] (y: 158)
LINE: 198 ~ 9083[LEN: 8885] (x: 788)
LINE: 2523 ~ 2524[LEN: 1] (y: 158)
LINE: 198 ~ 8397[LEN: 8199] (x: 2523)
LINE: 2657 ~ 2658[LEN: 1] (y: 158)
LINE: 198 ~ 950[LEN: 752] (x: 2657)
LINE: 2900 ~ 2901[LEN: 1] (y: 158)
LINE: 198 ~ 9780[LEN: 9582] (x: 2900)
LINE: 3246 ~ 3247[LEN: 1] (y: 158)
LINE: 198 ~ 7049[LEN: 6851] (x: 3246)
LINE: 3516 ~ 6854[LEN: 3338] (y: 158)
LINE: 198 ~ 6921[LEN: 6723] (x: 3516)
LINE: 7882 ~ 7883[LEN: 1] (y: 158)
LINE: 198 ~ 9294[LEN: 9096] (x: 7882)
LINE: 8588 ~ 8590[LEN: 2] (y: 158)
LINE: 198 ~ 9834[LEN: 9636] (x: 8588)
LINE: 8834 ~ 8835[LEN: 1] (y: 158)
LINE: 198 ~ 6829[LEN: 6631] (x: 8834)
LINE: 382 ~ 4147[LEN: 3765] (y: 159)
LINE: 199 ~ 1109[LEN: 910] (x: 382)
LINE: 5448 ~ 5450[LEN: 2] (y: 159)
LINE: 199 ~ 9733[LEN: 9534] (x: 5448)
LINE: 6261 ~ 7512[LEN: 1251] (y: 159)
LINE: 199 ~ 8723[LEN: 8524] (x: 6261)
LINE: 2031 ~ 5434[LEN: 3403] (y: 160)
LINE: 200 ~ 9265[LEN: 9065] (x: 2031)
LINE: 6853 ~ 6854[LEN: 1] (y: 160)
LINE: 200 ~ 8646[LEN: 8446] (x: 6853)
LINE: 7510 ~ 7512[LEN: 2] (y: 160)
LINE: 200 ~ 9647[LEN: 9447] (x: 7510)
LINE: 59 ~ 821[LEN: 762] (y: 161)
LINE: 4146 ~ 4147[LEN: 1] (y: 161)
LINE: 201 ~ 1109[LEN: 908] (x: 4146)
LINE: 5433 ~ 5434[LEN: 1] (y: 161)
LINE: 201 ~ 9809[LEN: 9608] (x: 5433)
LINE: 8480 ~ 8712[LEN: 232] (y: 161)
LINE: 201 ~ 7657[LEN: 7456] (x: 8480)
LINE: 528 ~ 5322[LEN: 4794] (y: 162)
LINE: 202 ~ 8689[LEN: 8487] (x: 528)
LINE: 6269 ~ 8793[LEN: 2524] (y: 162)
LINE: 202 ~ 223[LEN: 21] (x: 6269)
LINE: 820 ~ 821[LEN: 1] (y: 163)
LINE: 203 ~ 9154[LEN: 8951] (x: 820)
LINE: 4604 ~ 4605[LEN: 1] (y: 163)
LINE: 203 ~ 4133[LEN: 3930] (x: 4604)
LINE: 5321 ~ 5322[LEN: 1] (y: 163)
LINE: 203 ~ 1939[LEN: 1736] (x: 5321)
LINE: 8711 ~ 8712[LEN: 1] (y: 163)
LINE: 203 ~ 7656[LEN: 7453] (x: 8711)
LINE: 8792 ~ 8793[LEN: 1] (y: 163)
LINE: 203 ~ 222[LEN: 19] (x: 8792)
LINE: 813 ~ 3964[LEN: 3151] (y: 164)
LINE: 6254 ~ 8949[LEN: 2695] (y: 164)
LINE: 204 ~ 207[LEN: 3] (x: 6254)
LINE: 1804 ~ 1805[LEN: 1] (y: 165)
LINE: 205 ~ 9111[LEN: 8906] (x: 1804)
LINE: 2848 ~ 2849[LEN: 1] (y: 165)
LINE: 205 ~ 3611[LEN: 3406] (x: 2848)
LINE: 5543 ~ 7559[LEN: 2016] (y: 165)
LINE: 205 ~ 8270[LEN: 8065] (x: 5543)
LINE: 8948 ~ 8949[LEN: 1] (y: 165)
LINE: 205 ~ 9655[LEN: 9450] (x: 8948)
LINE: 9404 ~ 9719[LEN: 315] (y: 165)
LINE: 205 ~ 8115[LEN: 7910] (x: 9404)
LINE: 2647 ~ 9518[LEN: 6871] (y: 166)
LINE: 206 ~ 5686[LEN: 5480] (x: 2647)
LINE: 9718 ~ 9719[LEN: 1] (y: 166)
LINE: 206 ~ 4042[LEN: 3836] (x: 9718)
LINE: 2926 ~ 2927[LEN: 1] (y: 167)
LINE: 207 ~ 8045[LEN: 7838] (x: 2926)
LINE: 4907 ~ 8696[LEN: 3789] (y: 167)
LINE: 207 ~ 9484[LEN: 9277] (x: 4907)
LINE: 8921 ~ 8922[LEN: 1] (y: 167)
LINE: 207 ~ 5210[LEN: 5003] (x: 8921)
LINE: 9517 ~ 9518[LEN: 1] (y: 167)
LINE: 207 ~ 7668[LEN: 7461] (x: 9517)
LINE: 2556 ~ 3652[LEN: 1096] (y: 168)
LINE: 208 ~ 9013[LEN: 8805] (x: 2556)
LINE: 5419 ~ 5420[LEN: 1] (y: 168)
LINE: 208 ~ 5565[LEN: 5357] (x: 5419)
LINE: 5534 ~ 5535[LEN: 1] (y: 168)
LINE: 208 ~ 4507[LEN: 4299] (x: 5534)
LINE: 6278 ~ 6279[LEN: 1] (y: 168)
LINE: 208 ~ 6475[LEN: 6267] (x: 6278)
LINE: 7558 ~ 7559[LEN: 1] (y: 168)
LINE: 208 ~ 8269[LEN: 8061] (x: 7558)
LINE: 7832 ~ 7833[LEN: 1] (y: 168)
LINE: 208 ~ 9499[LEN: 9291] (x: 7832)
LINE: 8695 ~ 8696[LEN: 1] (y: 168)
LINE: 208 ~ 4887[LEN: 4679] (x: 8695)
LINE: 3651 ~ 3652[LEN: 1] (y: 169)
LINE: 209 ~ 9013[LEN: 8804] (x: 3651)
LINE: 4235 ~ 4618[LEN: 383] (y: 169)
LINE: 209 ~ 1693[LEN: 1484] (x: 4235)
LINE: 4626 ~ 9546[LEN: 4920] (y: 169)
LINE: 209 ~ 9571[LEN: 9362] (x: 4626)
LINE: 4617 ~ 4618[LEN: 1] (y: 170)
LINE: 210 ~ 6358[LEN: 6148] (x: 4617)
LINE: 5085 ~ 6758[LEN: 1673] (y: 170)
LINE: 210 ~ 5041[LEN: 4831] (x: 5085)
LINE: 7648 ~ 7649[LEN: 1] (y: 170)
LINE: 210 ~ 7434[LEN: 7224] (x: 7648)
LINE: 7714 ~ 7715[LEN: 1] (y: 170)
LINE: 210 ~ 9570[LEN: 9360] (x: 7714)
LINE: 9545 ~ 9546[LEN: 1] (y: 170)
LINE: 210 ~ 8734[LEN: 8524] (x: 9545)
LINE: 1232 ~ 8964[LEN: 7732] (y: 171)
LINE: 3359 ~ 3360[LEN: 1] (y: 171)
LINE: 212 ~ 7068[LEN: 6856] (x: 3359)
LINE: 6757 ~ 6758[LEN: 1] (y: 171)
LINE: 212 ~ 7788[LEN: 7576] (x: 6757)
LINE: 8847 ~ 8848[LEN: 1] (y: 171)
LINE: 212 ~ 7067[LEN: 6855] (x: 8847)
LINE: 8963 ~ 8964[LEN: 1] (y: 171)
LINE: 212 ~ 1224[LEN: 1012] (x: 8963)
LINE: 1323 ~ 5813[LEN: 4490] (y: 172)
LINE: 213 ~ 9255[LEN: 9042] (x: 1323)
LINE: 521 ~ 2805[LEN: 2284] (y: 173)
LINE: 214 ~ 276[LEN: 62] (x: 521)
LINE: 2995 ~ 8869[LEN: 5874] (y: 173)
LINE: 214 ~ 832[LEN: 618] (x: 2995)
LINE: 446 ~ 8410[LEN: 7964] (y: 174)
LINE: 8539 ~ 9308[LEN: 769] (y: 174)
LINE: 215 ~ 7731[LEN: 7516] (x: 8539)
LINE: 2020 ~ 4459[LEN: 2439] (y: 175)
LINE: 216 ~ 9460[LEN: 9244] (x: 2020)
LINE: 5184 ~ 5186[LEN: 2] (y: 175)
LINE: 216 ~ 7991[LEN: 7775] (x: 5184)
LINE: 5569 ~ 5570[LEN: 1] (y: 175)
LINE: 216 ~ 4681[LEN: 4465] (x: 5569)
LINE: 5803 ~ 5804[LEN: 1] (y: 175)
LINE: 216 ~ 9444[LEN: 9228] (x: 5803)
LINE: 5812 ~ 5813[LEN: 1] (y: 175)
LINE: 216 ~ 8012[LEN: 7796] (x: 5812)
LINE: 6320 ~ 6321[LEN: 1] (y: 175)
LINE: 216 ~ 1349[LEN: 1133] (x: 6320)
LINE: 6596 ~ 6597[LEN: 1] (y: 175)
LINE: 216 ~ 9796[LEN: 9580] (x: 6596)
LINE: 7086 ~ 7087[LEN: 1] (y: 175)
LINE: 216 ~ 518[LEN: 302] (x: 7086)
LINE: 7653 ~ 7654[LEN: 1] (y: 175)
LINE: 216 ~ 4778[LEN: 4562] (x: 7653)
LINE: 7941 ~ 7942[LEN: 1] (y: 175)
LINE: 216 ~ 9724[LEN: 9508] (x: 7941)
LINE: 8060 ~ 8061[LEN: 1] (y: 175)
LINE: 216 ~ 2398[LEN: 2182] (x: 8060)
LINE: 8120 ~ 8121[LEN: 1] (y: 175)
LINE: 216 ~ 2114[LEN: 1898] (x: 8120)
LINE: 8409 ~ 8410[LEN: 1] (y: 175)
LINE: 216 ~ 953[LEN: 737] (x: 8409)
LINE: 8868 ~ 8869[LEN: 1] (y: 175)
LINE: 216 ~ 828[LEN: 612] (x: 8868)
LINE: 9307 ~ 9308[LEN: 1] (y: 175)
LINE: 216 ~ 8641[LEN: 8425] (x: 9307)
LINE: 2293 ~ 9479[LEN: 7186] (y: 176)
LINE: 217 ~ 4737[LEN: 4520] (x: 2293)
LINE: 2804 ~ 2805[LEN: 1] (y: 176)
LINE: 218 ~ 276[LEN: 58] (x: 2804)
LINE: 2933 ~ 2934[LEN: 1] (y: 176)
LINE: 218 ~ 4321[LEN: 4103] (x: 2933)
LINE: 4430 ~ 4431[LEN: 1] (y: 176)
LINE: 218 ~ 8746[LEN: 8528] (x: 4430)
LINE: 4458 ~ 4459[LEN: 1] (y: 176)
LINE: 218 ~ 6881[LEN: 6663] (x: 4458)
LINE: 7299 ~ 7300[LEN: 1] (y: 176)
LINE: 218 ~ 9250[LEN: 9032] (x: 7299)
LINE: 8880 ~ 8881[LEN: 1] (y: 176)
LINE: 218 ~ 8189[LEN: 7971] (x: 8880)
LINE: 9478 ~ 9479[LEN: 1] (y: 176)
LINE: 218 ~ 7837[LEN: 7619] (x: 9478)
LINE: 7014 ~ 7372[LEN: 358] (y: 177)
LINE: 219 ~ 5431[LEN: 5212] (x: 7014)
LINE: 1601 ~ 8655[LEN: 7054] (y: 178)
LINE: 220 ~ 8778[LEN: 8558] (x: 1601)
LINE: 4996 ~ 4997[LEN: 1] (y: 178)
LINE: 221 ~ 1675[LEN: 1454] (x: 4996)
LINE: 7371 ~ 7372[LEN: 1] (y: 178)
LINE: 221 ~ 7514[LEN: 7293] (x: 7371)
LINE: 7437 ~ 7438[LEN: 1] (y: 178)
LINE: 221 ~ 8842[LEN: 8621] (x: 7437)
LINE: 7472 ~ 7473[LEN: 1] (y: 178)
LINE: 221 ~ 7173[LEN: 6952] (x: 7472)
LINE: 8654 ~ 8655[LEN: 1] (y: 178)
LINE: 221 ~ 1674[LEN: 1453] (x: 8654)
LINE: 958 ~ 6240[LEN: 5282] (y: 179)
LINE: 222 ~ 5078[LEN: 4856] (x: 958)
LINE: 7010 ~ 8585[LEN: 1575] (y: 179)
LINE: 222 ~ 2464[LEN: 2242] (x: 7010)
LINE: 1253 ~ 4977[LEN: 3724] (y: 180)
LINE: 223 ~ 1445[LEN: 1222] (x: 1253)
LINE: 6239 ~ 6240[LEN: 1] (y: 180)
LINE: 223 ~ 5080[LEN: 4857] (x: 6239)
LINE: 6270 ~ 8792[LEN: 2522] (y: 180)
LINE: 358 ~ 5019[LEN: 4661] (y: 181)
LINE: 224 ~ 6994[LEN: 6770] (x: 358)
LINE: 7230 ~ 7232[LEN: 2] (y: 181)
LINE: 224 ~ 2756[LEN: 2532] (x: 7230)
LINE: 7306 ~ 7307[LEN: 1] (y: 181)
LINE: 224 ~ 3884[LEN: 3660] (x: 7306)
LINE: 8584 ~ 8585[LEN: 1] (y: 181)
LINE: 224 ~ 7499[LEN: 7275] (x: 8584)
LINE: 761 ~ 5629[LEN: 4868] (y: 182)
LINE: 225 ~ 3656[LEN: 3431] (x: 761)
LINE: 418 ~ 4969[LEN: 4551] (y: 183)
LINE: 226 ~ 4093[LEN: 3867] (x: 418)
LINE: 4976 ~ 4977[LEN: 1] (y: 183)
LINE: 226 ~ 7159[LEN: 6933] (x: 4976)
LINE: 5018 ~ 5019[LEN: 1] (y: 183)
LINE: 226 ~ 4355[LEN: 4129] (x: 5018)
LINE: 5628 ~ 5629[LEN: 1] (y: 183)
LINE: 226 ~ 7632[LEN: 7406] (x: 5628)
LINE: 1351 ~ 1352[LEN: 1] (y: 184)
LINE: 227 ~ 8869[LEN: 8642] (x: 1351)
LINE: 1993 ~ 1994[LEN: 1] (y: 184)
LINE: 227 ~ 7239[LEN: 7012] (x: 1993)
LINE: 2202 ~ 2203[LEN: 1] (y: 184)
LINE: 227 ~ 8660[LEN: 8433] (x: 2202)
LINE: 2255 ~ 2256[LEN: 1] (y: 184)
LINE: 227 ~ 8982[LEN: 8755] (x: 2255)
LINE: 2520 ~ 2521[LEN: 1] (y: 184)
LINE: 227 ~ 8622[LEN: 8395] (x: 2520)
LINE: 3163 ~ 3164[LEN: 1] (y: 184)
